frame,leye_openness,reye_openness,confidence,face_yaw,face_pitch,nose_length,normal_vector,distance_x,distance_y,arrow_length,pitch_arrow_length,triangle_area,eye_distance
44,0.1519727933175815,0.16173118160381894,1.0,0.5,-18.5,61.10577354915576,0.6942636700291456,1,-37,1,-37,3109.0,113.01769772916099
45,0.17820435722481387,0.15836581925711882,1.0,1.0,-18.5,60.95115614885816,0.6882663020325163,2,-37,2,-37,3164.5,114.00438588054409
46,0.1880521370324149,0.1595228682888965,1.0,1.0,-19.0,61.28320020474705,0.6884263100313337,2,-38,2,-38,3192.0,114.0
47,0.19025616829193295,0.17065569241394854,1.0,0.5,-19.0,60.99819563850389,0.6945945136995674,1,-38,1,-38,3192.0,114.0
48,0.19327748206724082,0.17202551890601686,1.0,1.0,-18.5,60.656423848973226,0.6757246285173464,2,-37,2,-37,3162.5,115.0
49,0.19864591301536816,0.1710734530275781,1.0,0.5,-18.5,60.322225171916905,0.6818764006481204,1,-37,1,-37,3162.5,115.0
50,0.20233925876378986,0.17463675864161532,1.0,1.0,-18.5,60.70134674499728,0.6818764006481205,2,-37,2,-37,3135.0,114.0
51,0.20822926638960793,0.17352951108024434,1.0,1.0,-18.5,60.72299508961044,0.6818764006481205,2,-37,2,-37,3135.0,114.0
52,0.2090042718608446,0.1724539472018311,1.0,0.5,-18.5,60.48454212502567,0.6818764006481204,1,-37,1,-37,3162.5,115.0
53,0.20727231756141748,0.1727906117720966,1.0,0.5,-18.5,60.44447809306318,0.6818764006481204,1,-37,1,-37,3162.5,115.0
54,0.20794897271147492,0.17402330192339802,1.0,1.0,-18.5,60.703356852950435,0.6757246285173464,2,-37,2,-37,3162.5,115.0
55,0.20975490339421482,0.1696560585675475,1.0,1.0,-18.5,60.60875981817027,0.6757246285173464,2,-37,2,-37,3162.5,115.0
56,0.20179365176929137,0.17137244126548595,1.0,0.5,-18.0,60.153692094582134,0.6751582587650209,1,-36,1,-36,3105.0,115.0
57,0.2052268318925072,0.1794934687476839,1.0,1.0,-18.5,60.422254228609624,0.6757246285173464,2,-37,2,-37,3162.5,115.0
58,0.20427916429114934,0.1751847282459716,1.0,1.0,-18.5,60.464562019855684,0.6757246285173464,2,-37,2,-37,3162.5,115.0
59,0.21277106113282532,0.18154490821756605,1.0,1.0,-18.5,60.30502895708614,0.6757246285173464,2,-37,2,-37,3162.5,115.0
60,0.20963641076053238,0.17348591856417228,1.0,1.0,-18.5,60.667292245462754,0.6757246285173464,2,-37,2,-37,3162.5,115.0
61,0.204897322545897,0.17116528797036473,1.0,1.0,-18.5,60.7482101045984,0.6818764006481205,2,-37,2,-37,3135.0,114.0
62,0.1969781138351933,0.17475980862245827,1.0,1.0,-18.5,60.70836026052088,0.6818764006481205,2,-37,2,-37,3135.0,114.0
63,0.2019808937383745,0.17695559858064186,1.0,0.5,-18.5,60.408077836852144,0.6815470389421765,1,-37,1,-37,3134.5,115.00434774390054
64,0.20452396046813964,0.17212174699049632,1.0,0.5,-18.5,60.636715410821324,0.6815470389421765,1,-37,1,-37,3134.5,115.00434774390054
65,0.19842483389784782,0.1779201221831644,1.0,0.5,-18.5,60.60804021049514,0.6815470389421765,1,-37,1,-37,3134.5,115.00434774390054
66,0.20209091233594312,0.1788387438142262,1.0,0.5,-18.5,60.47655617952232,0.6815470389421765,1,-37,1,-37,3134.5,115.00434774390054
67,0.18870311273923265,0.1762244800527621,1.0,0.5,-18.5,60.90389209534124,0.688210968009563,1,-37,1,-37,3192.0,115.00434774390054
68,0.20249741991102302,0.17092464395199564,1.0,0.5,-18.5,60.89000610365435,0.688210968009563,1,-37,1,-37,3192.0,115.00434774390054
69,0.19544921614377622,0.18528327857946425,1.0,0.5,-18.5,60.53082541422149,0.688210968009563,1,-37,1,-37,3192.0,115.00434774390054
70,0.19264433135359263,0.18553674672985693,1.0,1.0,-18.5,60.87488294562528,0.6819000478868712,2,-37,2,-37,3138.0,114.0175425099138
71,0.19065441865045768,0.19056285248017324,1.0,1.0,-19.0,60.977752373026206,0.6884405963925555,2,-38,2,-38,3222.5,115.0173899895142
72,0.18616954073653727,0.18154390566514503,1.0,1.0,-18.5,61.08116045652825,0.6820540621951049,2,-37,2,-37,3220.0,116.00431026474836
73,0.19061182904186166,0.17945527487770627,1.0,1.0,-18.5,60.8679916750122,0.6817884881253622,2,-37,2,-37,3165.0,115.0173899895142
74,0.18782661575494242,0.1833975047378883,1.0,0.5,-18.5,60.72066558579573,0.687883333032502,1,-37,1,-37,3164.0,115.0173899895142
75,0.18438517669624585,0.1830195164213545,1.0,0.5,-18.5,60.97962298395791,0.687883333032502,1,-37,1,-37,3164.0,115.0173899895142
76,0.19029661082602842,0.1799074853647016,1.0,1.0,-18.5,61.131662404415756,0.6756479687291956,2,-37,2,-37,3193.0,116.01724009818541
77,0.18013633864165624,0.17866904470561196,1.0,1.0,-18.5,60.96597328960058,0.6816788357813681,2,-37,2,-37,3192.0,116.01724009818541
78,0.15725641909409954,0.12219287615248144,1.0,1.0,-18.5,60.46047814327816,0.681521706536153,2,-37,2,-37,3111.0,114.03946685248927
79,0.0548035891536392,0.043689765913072144,1.0,1.5,-17.5,60.36463536613175,0.6486035838203694,3,-35,3,-35,2994.5,115.0173899895142
80,0.05815852649378678,0.01574611401491626,1.0,1.5,-17.5,60.33445519291925,0.6419618312019035,3,-35,3,-35,2963.5,115.00434774390054
81,0.08435730263908185,0.07181628595062776,1.0,2.0,-18.0,60.254376794145564,0.6559532796899769,4,-36,4,-36,3026.0,114.0175425099138
82,0.11410455519461558,0.10802850692577955,1.0,1.5,-18.5,60.47558174504434,0.6883379375559898,3,-37,3,-37,3056.0,111.01801655587259
83,0.14083827341397867,0.12291920214894422,1.0,1.0,-18.5,60.90350984092613,0.6879475188307197,2,-37,2,-37,3056.5,112.04017136723775
84,0.1581685492397143,0.1550241780607319,1.0,1.0,-18.5,61.3085314937757,0.6882868186785761,2,-37,2,-37,3168.0,114.03946685248927
85,0.17187362856226612,0.16556871639471146,1.0,1.0,-19.0,61.38339831271891,0.6885512018867869,2,-38,2,-38,3195.0,114.0175425099138
86,0.178262044454229,0.16990856049719402,1.0,1.0,-18.5,61.50638545286419,0.6943303263483043,2,-37,2,-37,3166.5,114.03946685248927
87,0.18151255895714385,0.1677565557201897,1.0,1.5,-19.0,61.52720931173666,0.6824502442820418,3,-38,3,-38,3223.5,115.0173899895142
88,0.1800496255366595,0.16739697887155264,1.0,1.5,-19.0,61.31315618133219,0.6824502442820418,3,-38,3,-38,3223.5,115.0173899895142
89,0.1903819087356944,0.16980052680009375,1.0,1.0,-19.0,61.26681061409962,0.688331881717144,2,-38,2,-38,3250.0,116.01724009818541
90,0.18566693115742416,0.1726270455104223,1.0,1.0,-18.5,61.13024270516808,0.6817884881253622,2,-37,2,-37,3165.0,115.0173899895142
91,0.1904130358189037,0.17818650864180735,1.0,1.0,-18.5,60.91250731070303,0.6817884881253622,2,-37,2,-37,3165.0,115.0173899895142
92,0.185543061891666,0.1698904317253491,1.0,1.0,-19.0,61.35536427990868,0.682340684451967,2,-38,2,-38,3251.0,116.01724009818541
93,0.1910151400070032,0.175417543092302,1.0,1.0,-19.0,61.248449675700485,0.6884405963925555,2,-38,2,-38,3222.5,115.0173899895142
94,0.19175126244681331,0.17402179519431885,1.0,1.0,-19.0,61.15593794676665,0.6884405963925555,2,-38,2,-38,3222.5,115.0173899895142
95,0.1896755568326751,0.1813272658061902,1.0,1.0,-18.5,61.13296310464728,0.6817884881253622,2,-37,2,-37,3165.0,115.0173899895142
96,0.18993889600421623,0.1811989811333706,1.0,1.0,-18.5,61.049632275655796,0.6756479687291956,2,-37,2,-37,3193.0,116.01724009818541
97,0.19360522855642717,0.1768543732706604,1.0,1.0,-19.0,61.18551574584037,0.688331881717144,2,-38,2,-38,3250.0,116.01724009818541
98,0.19739028856424434,0.1833093834703754,1.0,1.0,-18.5,60.75099911345917,0.6816788357813681,2,-37,2,-37,3192.0,116.01724009818541
99,0.19471796857625062,0.18864619175320793,1.0,1.0,-18.5,60.70316917055521,0.6816788357813681,2,-37,2,-37,3192.0,116.01724009818541
100,0.1849076196827311,0.1814355966763058,1.0,1.0,-18.5,61.13019363043908,0.6756479687291956,2,-37,2,-37,3193.0,116.01724009818541
101,0.1869016379537974,0.1806122306182843,1.0,1.0,-18.5,61.084957850795796,0.6816788357813681,2,-37,2,-37,3192.0,116.01724009818541
102,0.1919760650598041,0.18153828138400332,1.0,1.0,-18.5,60.87135655910583,0.6816788357813681,2,-37,2,-37,3192.0,116.01724009818541
103,0.1872910356863879,0.18419035635970224,1.0,1.0,-19.0,61.164552815535345,0.688331881717144,2,-38,2,-38,3250.0,116.01724009818541
104,0.1884044399940482,0.18542550238952962,1.0,1.0,-19.0,61.27834167618869,0.682340684451967,2,-38,2,-38,3251.0,116.01724009818541
105,0.18779411031624452,0.18275971097634763,1.0,1.0,-19.0,61.22200416088821,0.682340684451967,2,-38,2,-38,3251.0,116.01724009818541
106,0.18618550670370704,0.188696799901576,1.0,1.0,-19.0,60.98930814276972,0.688331881717144,2,-38,2,-38,3250.0,116.01724009818541
107,0.18901041609057223,0.188104979123549,1.0,1.0,-18.5,61.02876476586367,0.6879578254216556,2,-37,2,-37,3222.0,116.03878661895772
108,0.19032625233837325,0.18104945724209084,1.0,1.0,-18.5,61.438092382676075,0.6879578254216556,2,-37,2,-37,3222.0,116.03878661895772
109,0.19657235309845408,0.1830110242605716,1.0,1.0,-18.5,61.140038429873485,0.6879578254216556,2,-37,2,-37,3222.0,116.03878661895772
110,0.19474027533534655,0.18479128053791516,1.0,1.0,-18.5,61.106317722100556,0.6879578254216556,2,-37,2,-37,3222.0,116.03878661895772
111,0.19617769011810848,0.18486874725104882,1.0,1.0,-18.5,61.184809091149425,0.6881209102993487,2,-37,2,-37,3195.0,115.03912377969506
112,0.18820972022376328,0.18718999788586302,1.0,1.0,-19.0,61.51683320544534,0.6884405963925555,2,-38,2,-38,3222.5,115.0173899895142
113,0.1956650385098568,0.18495666078614498,1.0,1.0,-18.5,61.30786065908528,0.6817884881253622,2,-37,2,-37,3165.0,115.0173899895142
114,0.19105650125144016,0.1842273070653103,1.0,1.0,-18.5,61.00022708561018,0.6817884881253622,2,-37,2,-37,3165.0,115.0173899895142
115,0.19592921338511318,0.18037569344960044,1.0,1.0,-18.5,60.92041591980664,0.6817884881253622,2,-37,2,-37,3165.0,115.0173899895142
116,0.1924878740185258,0.18150292792025088,1.0,1.0,-18.5,60.80826217855759,0.6817884881253622,2,-37,2,-37,3165.0,115.0173899895142
117,0.19432266882077584,0.18208774129293337,1.0,1.0,-18.5,60.817233610903756,0.6817884881253622,2,-37,2,-37,3165.0,115.0173899895142
118,0.1869720573796653,0.18101583511656646,1.0,1.0,-19.0,61.23413662977183,0.6884405963925555,2,-38,2,-38,3222.5,115.0173899895142
119,0.18154972056892849,0.18532259201849474,1.0,1.0,-19.0,61.82137920474998,0.6884405963925555,2,-38,2,-38,3222.5,115.0173899895142
120,0.18451295821411715,0.18634815717795952,1.0,1.0,-18.5,61.22591340857914,0.6756479687291956,2,-37,2,-37,3193.0,116.01724009818541
121,0.18785502713160218,0.18085176201838726,1.0,1.0,-18.5,61.09382337625416,0.6817884881253622,2,-37,2,-37,3165.0,115.0173899895142
122,0.19213651337246906,0.18428471171203287,1.0,1.0,-18.5,61.27478943713534,0.6817884881253622,2,-37,2,-37,3165.0,115.0173899895142
123,0.18696031174003172,0.18183309547777496,1.0,1.0,-18.5,61.346298907749365,0.6756479687291956,2,-37,2,-37,3193.0,116.01724009818541
124,0.1909199697456049,0.1824255746335556,1.0,1.0,-19.0,61.488685382136474,0.6884405963925555,2,-38,2,-38,3222.5,115.0173899895142
125,0.1956009727979717,0.17824806224387796,1.0,1.0,-18.5,61.04607833942207,0.6756479687291956,2,-37,2,-37,3193.0,116.01724009818541
126,0.1883122402313423,0.17328381285109806,1.0,1.0,-18.5,60.939140002656416,0.6817884881253622,2,-37,2,-37,3165.0,115.0173899895142
127,0.14380093662740773,0.1337648603600136,1.0,1.0,-18.5,60.964065079321024,0.6879475188307197,2,-37,2,-37,3056.5,112.04017136723775
128,0.055342658453087695,0.055600008864870355,1.0,1.5,-18.0,61.1703671569433,0.6620997735334957,3,-36,3,-36,2999.0,113.01769772916099
129,0.04651835790383795,0.03951581080580435,1.0,2.0,-17.5,60.75076405571892,0.6487196547260464,4,-35,4,-35,2969.0,114.0175425099138
130,0.04179117448543614,0.04973430195781077,1.0,2.0,-17.5,60.66849116909713,0.6427351984295836,4,-35,4,-35,2970.0,114.0175425099138
131,0.041260466144722584,0.05651758582309407,1.0,2.0,-17.0,60.462810289241915,0.6291982286679645,4,-34,4,-34,2932.5,115.0
132,0.032903301688839544,0.027502735595739288,1.0,2.0,-17.0,60.50015612623812,0.6283870008460146,4,-34,4,-34,2931.5,116.00431026474836
133,0.039662668206036936,0.034916898576259014,1.0,1.5,-17.5,60.65997829433068,0.6492502512747832,3,-35,3,-35,3021.0,115.00434774390054
134,0.03759344442715554,0.029927216774644442,1.0,1.5,-17.5,60.66568237536652,0.6486035838203694,3,-35,3,-35,2994.5,115.0173899895142
135,0.03684285608134683,0.03139489169878413,1.0,1.5,-17.5,60.7618680439357,0.6486035838203694,3,-35,3,-35,2994.5,115.0173899895142
136,0.039393712676127575,0.05136826385491087,1.0,2.0,-17.5,60.279035541330174,0.6420203097399043,4,-35,4,-35,2938.0,114.00438588054409
137,0.0431943723768583,0.04647703883588868,1.0,1.5,-17.5,60.452163449618375,0.6419618312019035,3,-35,3,-35,2963.5,115.00434774390054
138,0.04088347706271619,0.04464413459279602,1.0,2.0,-17.5,60.24612957935657,0.6420203097399043,4,-35,4,-35,2938.0,114.00438588054409
139,0.04042466815184939,0.04665643039824519,1.0,2.0,-17.5,60.14338611717066,0.6487196547260464,4,-35,4,-35,2969.0,114.0175425099138
140,0.0442726318176537,0.03224528163588466,1.0,2.0,-17.5,60.1293687435535,0.6426183557544581,4,-35,4,-35,2995.5,115.0173899895142
141,0.04278014500375457,0.03521780273041598,1.0,1.5,-17.5,60.34078565445841,0.6486035838203694,3,-35,3,-35,2994.5,115.0173899895142
142,0.03839847324698569,0.03731134484437104,1.0,1.5,-17.5,60.4981958279426,0.6486035838203694,3,-35,3,-35,2994.5,115.0173899895142
143,0.03497347375062771,0.04749800886509141,1.0,2.0,-17.5,60.53493402168332,0.6487196547260464,4,-35,4,-35,2969.0,114.0175425099138
144,0.03888455818832852,0.04186603874588273,1.0,2.0,-17.5,60.53709883814126,0.6487196547260464,4,-35,4,-35,2969.0,114.0175425099138
145,0.044762034617309966,0.04708203455275144,1.0,2.0,-17.5,60.33103980334172,0.6487196547260464,4,-35,4,-35,2969.0,114.0175425099138
146,0.042950702543045734,0.041148394237393804,1.0,2.0,-17.5,60.81905047933227,0.6487196547260464,4,-35,4,-35,2969.0,114.0175425099138
147,0.051415106092346154,0.026564021539479576,1.0,1.5,-17.5,60.40784310712656,0.6492502512747832,3,-35,3,-35,3021.0,115.00434774390054
148,0.038829270841090245,0.047380028847478745,1.0,1.5,-17.0,60.214934849531716,0.6473966149589672,3,-34,3,-34,2911.0,114.0175425099138
149,0.045152127259583424,0.031180319829347082,1.0,1.5,-17.0,60.26866741969533,0.6473966149589672,3,-34,3,-34,2911.0,114.0175425099138
150,0.045771721017350116,0.033077535720559624,1.0,2.0,-17.5,60.353547159898554,0.6487196547260464,4,-35,4,-35,2969.0,114.0175425099138
151,0.04909669177125715,0.06511386494807697,1.0,1.5,-17.0,59.78340454115234,0.6475148988377485,3,-34,3,-34,2886.0,113.01769772916099
152,0.04479845863097127,0.045009974665867515,1.0,1.5,-17.5,60.18182907423133,0.6548966446568264,3,-35,3,-35,2942.5,113.01769772916099
153,0.04841592429199699,0.04886939090076029,1.0,1.5,-17.5,60.04760816478229,0.6548966446568264,3,-35,3,-35,2942.5,113.01769772916099
154,0.04801703365947651,0.04972842764468045,1.0,1.5,-17.5,59.85816984920615,0.6548966446568264,3,-35,3,-35,2942.5,113.01769772916099
155,0.04617886292794022,0.048373339917979215,1.0,2.0,-17.5,60.140903340039344,0.6493082598243827,4,-35,4,-35,2995.0,114.00438588054409
156,0.04800034400838836,0.04551745671481234,1.0,1.5,-17.5,60.246097649311274,0.6547793438234745,3,-35,3,-35,2968.0,114.0175425099138
157,0.0428633418870306,0.05016927324669196,1.0,2.0,-17.5,59.85156377677531,0.6488377638549476,4,-35,4,-35,2943.5,113.01769772916099
158,0.052958875153946115,0.046235204920866614,1.0,2.0,-17.0,60.024939002586926,0.6414292143618078,4,-34,4,-34,2887.0,113.01769772916099
159,0.046228037589006885,0.04062761018782545,1.0,2.0,-17.5,60.17108775815276,0.6487196547260464,4,-35,4,-35,2969.0,114.0175425099138
160,0.052269377541814856,0.03226683616448186,1.0,2.0,-17.5,59.94954631817774,0.6487196547260464,4,-35,4,-35,2969.0,114.0175425099138
161,0.052022922606838926,0.04870636375183001,1.0,2.0,-17.5,60.075638066440284,0.6482447063059663,4,-35,4,-35,2886.5,112.0044641967453
162,0.053871115332594637,0.0599427943800517,1.0,1.5,-17.5,60.3675801527382,0.6554431579334222,3,-35,3,-35,2968.5,113.00442469213318
163,0.04677985608670597,0.05243139790701033,1.0,2.0,-17.5,60.45417795991443,0.6487196547260464,4,-35,4,-35,2969.0,114.0175425099138
164,0.0460960611075236,0.05458442129907453,1.0,1.5,-17.5,60.237748439355606,0.6547793438234745,3,-35,3,-35,2968.0,114.0175425099138
165,0.04342830103814956,0.059598577219258014,1.0,2.0,-17.5,60.086721403889264,0.6420798193813133,4,-35,4,-35,2912.5,113.00442469213318
166,0.056523629763439096,0.060449162889917134,1.0,2.0,-17.5,60.17122233593981,0.6482447063059663,4,-35,4,-35,2886.5,112.0044641967453
167,0.04889353312952914,0.057312589015374636,1.0,1.5,-17.5,60.363503507389986,0.6548966446568264,3,-35,3,-35,2942.5,113.01769772916099
168,0.04814319589059119,0.05142274139022944,1.0,2.0,-17.5,60.32988790097215,0.6488377638549476,4,-35,4,-35,2943.5,113.01769772916099
169,0.05122724173914717,0.056546260874629314,1.0,2.0,-17.5,60.26784893274972,0.6555028259916532,4,-35,4,-35,2942.5,112.0044641967453
170,0.050194002816160946,0.06167762088685599,1.0,1.5,-17.5,60.11315906274822,0.6481845453137812,3,-35,3,-35,2912.0,113.00442469213318
171,0.05306475748987253,0.06586992743988745,1.0,2.0,-17.5,60.10575156700454,0.6488377638549476,4,-35,4,-35,2943.5,113.01769772916099
172,0.048904801968297044,0.04307950074956328,1.0,2.0,-17.0,59.89643263764627,0.6414292143618078,4,-34,4,-34,2887.0,113.01769772916099
173,0.04419738996660076,0.0462508115280716,1.0,1.5,-17.5,59.792036074220995,0.6548966446568264,3,-35,3,-35,2942.5,113.01769772916099
174,0.043232833348939216,0.04880316282696078,1.0,1.5,-18.0,60.307012946586774,0.6620997735334957,3,-36,3,-36,2999.0,113.01769772916099
175,0.042240602572764095,0.05463928919240176,1.0,2.0,-18.0,60.334757358854326,0.6499952426677202,4,-36,4,-36,3027.0,114.0175425099138
176,0.04932737087617892,0.06319751577368954,1.0,1.5,-17.5,60.102367939339786,0.6481845453137812,3,-35,3,-35,2912.0,113.00442469213318
177,0.05755520650700083,0.05219899493862852,1.0,2.0,-17.5,59.821461575617214,0.6427351984295836,4,-35,4,-35,2970.0,114.0175425099138
178,0.054223129916409506,0.044980342209997054,1.0,1.5,-17.5,59.59481446654014,0.6542299681444559,3,-35,3,-35,2916.5,113.03981599418853
179,0.04667157530199977,0.050742424101039886,1.0,2.0,-17.5,59.940292194922314,0.6488377638549476,4,-35,4,-35,2943.5,113.01769772916099
180,0.04883947042597129,0.049056997571084324,1.0,1.5,-18.0,60.00979398383105,0.6625266240899628,3,-36,3,-36,3025.0,113.00442469213318
181,0.05140184080706122,0.05674844936792916,1.0,2.0,-17.5,60.05088481839821,0.6550160232851092,4,-35,4,-35,2917.0,112.01785571952357
182,0.06293040641427461,0.06788674725022303,1.0,2.0,-17.5,60.13327459154575,0.6550160232851092,4,-35,4,-35,2917.0,112.01785571952357
183,0.059835456997907314,0.057738809286533944,1.0,2.0,-17.5,59.84699742023573,0.6544090960172131,4,-35,4,-35,2891.5,112.04017136723775
184,0.05310268265624263,0.04881309994959453,1.0,2.0,-17.5,59.64285585649547,0.6550160232851092,4,-35,4,-35,2917.0,112.01785571952357
185,0.04009610318496181,0.05747247904723501,1.0,1.5,-17.5,59.66940361871355,0.6481845453137812,3,-35,3,-35,2912.0,113.00442469213318
186,0.036276574302333754,0.06310680805946328,1.0,2.0,-17.5,59.9249207820134,0.6420798193813133,4,-35,4,-35,2912.5,113.00442469213318
187,0.05335002814327962,0.05745928945576266,1.0,2.0,-17.5,59.73127021019095,0.6488377638549476,4,-35,4,-35,2943.5,113.01769772916099
188,0.05036057762468021,0.052281228842547434,1.0,2.0,-17.5,59.790942535049325,0.6488377638549476,4,-35,4,-35,2943.5,113.01769772916099
189,0.05495448663962189,0.05634713844366471,1.0,2.0,-17.5,59.78933211356769,0.6488377638549476,4,-35,4,-35,2943.5,113.01769772916099
